,sehir,ilce,akp,mhp,bbp,yrefah,chp,iyip,ysp,tip,zafer,memleket,rte,kk,so,mi,akp_2018,mhp_2018,chp_2018,iyip_2018,sp_2018,hdp_2018,vp_2018,hudapar_2018,rte_2018,mi_2018,ma_2018,sd_2018,tk_2018,dp_2018,secmen_sayisi_2023,gecerli_oy_sayisi_2023,katilim_orani_2023,secmen_sayisi_2018,gecerli_oy_sayisi_2018,katilim_orani_2018
245,canakkale,YENİCE,49.53,7.79,0.73,1.34,22.14,12.84,0.34,0.29,1.19,1.28,60.2,34.1,4.7,1.0,54.77,8.04,19.95,14.88,0.91,0.72,0.46,0.24,60.9,25.1,12.7,0.5,0.6,0.3,25534.0,23341.0,93.6,26360.0,23749.0,93.0
246,cankiri,ATKARACALAR,54.89,23.03,0.84,1.56,0.0,15.8,0.36,0.29,1.34,0.4,76.5,17.7,5.1,0.7,70.4,11.71,4.0,12.13,0.86,0.56,0.11,0.22,80.1,8.3,10.2,0.2,0.9,0.2,3287.0,2767.0,85.5,3275.0,2647.0,83.4
247,cankiri,BAYRAMÖREN,61.23,19.99,0.6,1.7,0.0,13.2,0.11,0.16,0.77,0.27,82.4,13.3,3.5,0.8,75.99,8.57,3.86,9.7,0.96,0.17,0.4,0.34,83.6,8.0,7.5,0.1,0.6,0.2,2190.0,1840.0,86.1,2022.0,1757.0,89.2
248,cankiri,ÇERKEŞ,44.55,22.47,0.95,3.47,0.0,23.2,0.62,0.27,1.78,0.56,67.6,25.4,6.4,0.6,56.57,16.56,11.98,12.11,1.36,0.73,0.4,0.29,70.3,18.2,10.1,0.3,0.9,0.2,12774.0,10668.0,86.3,11799.0,9530.0,83.8
249,cankiri,ELDİVAN,44.07,28.67,1.02,2.13,0.0,20.0,0.29,0.2,1.29,0.48,72.4,21.2,5.6,0.8,62.19,16.4,7.82,11.42,1.43,0.24,0.29,0.21,76.0,12.2,9.9,0.3,1.4,0.1,5211.0,4452.0,88.5,4836.0,4161.0,89.5
250,cankiri,ILGAZ,45.5,29.91,0.67,2.64,0.0,17.14,0.15,0.22,1.43,0.52,74.0,18.6,6.9,0.5,63.67,17.51,6.07,10.3,1.56,0.31,0.32,0.27,78.3,10.3,9.7,0.2,1.3,0.2,11538.0,9760.0,87.1,11438.0,9758.0,88.4
251,cankiri,KIZILIRMAK,35.35,47.36,1.95,1.8,0.0,10.41,0.39,0.15,0.99,0.37,82.5,12.7,4.2,0.6,58.14,28.7,4.49,7.32,0.38,0.59,0.14,0.24,83.7,6.7,8.9,0.2,0.4,0.1,5866.0,5161.0,89.7,5746.0,4899.0,87.9
252,cankiri,KORGUN,47.34,33.47,0.69,5.63,0.0,9.72,0.07,0.03,1.06,0.51,82.7,10.8,5.9,0.6,72.51,14.66,2.55,8.83,1.05,0.14,0.17,0.1,84.9,5.6,7.9,0.1,1.2,0.2,3330.0,2908.0,88.9,3328.0,2922.0,90.6
253,cankiri,KURŞUNLU,45.86,32.12,0.5,1.76,0.0,16.27,0.26,0.17,1.01,0.41,75.5,19.0,5.1,0.4,64.22,15.7,9.05,8.98,0.89,0.53,0.28,0.35,76.5,13.9,8.4,0.2,0.7,0.2,6826.0,5861.0,87.9,6624.0,5630.0,88.0
254,cankiri,MERKEZ,36.62,34.57,1.2,3.41,0.0,20.05,0.29,0.32,1.92,0.49,67.3,23.3,9.0,0.4,53.63,23.18,5.47,15.55,1.05,0.85,0.15,0.12,73.1,13.9,11.6,0.3,1.0,0.2,65554.0,57920.0,90.2,61987.0,53446.0,88.7
255,cankiri,ORTA,56.81,27.91,0.68,3.86,0.0,8.59,0.06,0.07,0.73,0.15,88.1,8.3,3.3,0.2,72.37,19.17,2.18,4.41,1.48,0.19,0.14,0.05,90.0,4.0,4.3,0.1,1.3,0.2,9675.0,8256.0,87.3,8379.0,7227.0,88.4
256,cankiri,ŞABANÖZÜ,43.41,24.37,0.69,2.26,0.0,24.45,0.54,0.19,1.47,0.72,66.9,26.1,6.5,0.5,57.17,16.31,15.33,9.5,0.8,0.42,0.29,0.17,70.3,19.5,9.0,0.3,0.7,0.3,9074.0,8100.0,91.4,8133.0,7055.0,90.1
257,cankiri,YAPRAKLI,55.1,31.04,1.17,2.12,0.0,8.27,0.13,0.04,0.63,0.16,87.1,8.9,3.6,0.3,76.04,14.74,1.47,6.0,1.17,0.14,0.2,0.23,89.4,3.6,5.7,0.2,0.9,0.2,6535.0,5558.0,87.0,6391.0,5535.0,88.6
258,corum,ALACA,42.3,24.85,0.59,3.66,25.28,0.0,0.37,0.22,1.22,0.37,68.0,27.8,3.9,0.3,53.0,16.51,16.78,8.15,0.83,3.29,0.12,1.32,68.4,21.9,8.4,0.5,0.7,0.1,23193.0,20297.0,89.3,24272.0,21420.0,90.5
259,corum,BAYAT,53.2,20.55,1.07,4.02,16.51,0.0,0.18,0.21,1.2,0.56,77.1,18.6,3.6,0.7,72.0,10.18,6.19,9.59,0.78,0.49,0.38,0.39,80.5,8.8,9.4,0.3,0.7,0.3,11834.0,10178.0,88.6,12906.0,11091.0,89.0
260,corum,BOĞAZKALE,53.47,24.08,1.28,2.34,14.91,0.0,0.34,0.11,1.4,0.3,79.1,17.4,3.3,0.2,66.45,17.05,7.05,6.39,1.26,1.26,0.3,0.26,82.7,10.2,5.8,0.3,0.8,0.3,3043.0,2656.0,89.3,3120.0,2708.0,89.4
261,corum,DODURGA,39.21,15.69,0.84,3.19,35.54,0.0,0.23,0.38,1.48,0.94,55.8,37.3,5.9,1.0,49.51,12.81,21.5,13.12,1.37,0.9,0.6,0.18,60.1,25.0,13.1,0.3,0.9,0.5,4560.0,3958.0,90.3,5108.0,4518.0,91.9
262,corum,İSKİLİP,52.76,19.24,1.35,5.14,16.1,0.0,0.17,0.26,1.81,0.62,75.7,18.1,5.5,0.7,64.51,16.03,7.47,9.25,1.36,0.51,0.55,0.32,78.3,11.1,9.0,0.3,1.1,0.3,24157.0,20665.0,88.9,25436.0,21791.0,89.6
263,corum,KARGI,53.95,14.53,1.07,2.15,22.33,0.0,0.12,0.22,1.63,0.76,70.3,24.1,4.6,0.9,64.52,10.94,14.83,7.27,0.89,0.48,0.65,0.42,73.6,18.2,6.8,0.3,0.7,0.3,13519.0,11348.0,87.6,13316.0,11341.0,89.2
264,corum,LAÇİN,48.9,19.46,0.84,2.11,24.2,0.0,0.32,0.23,0.88,0.45,69.5,26.6,3.3,0.7,57.16,13.41,19.35,5.71,1.32,1.93,0.71,0.42,68.5,22.3,7.2,0.6,0.9,0.4,3494.0,3091.0,91.4,3600.0,3089.0,90.0
265,corum,MECİTÖZÜ,35.76,18.86,0.52,1.83,39.93,0.0,0.43,0.25,0.68,0.3,56.1,41.7,1.9,0.3,46.63,11.17,31.99,5.14,0.73,4.07,0.17,0.11,56.4,37.6,4.9,0.5,0.4,0.1,11845.0,10756.0,92.8,12329.0,11156.0,93.3
266,corum,MERKEZ,36.9,17.3,0.64,3.75,37.03,0.0,0.53,0.46,1.65,0.59,55.9,38.8,5.0,0.3,46.14,14.44,25.19,8.07,1.22,4.69,0.15,0.09,58.9,33.1,6.3,0.6,0.9,0.2,218354.0,196547.0,91.6,205764.0,184447.0,91.8
267,corum,OĞUZLAR,50.45,14.44,0.84,2.16,27.15,0.0,0.11,0.11,1.03,0.4,67.3,28.7,3.3,0.8,60.97,8.88,20.24,7.44,0.91,0.43,0.66,0.48,69.2,22.1,7.1,0.3,0.8,0.5,4167.0,3717.0,93.4,4384.0,3942.0,93.6
268,corum,ORTAKÖY,36.65,17.81,0.52,1.67,38.11,0.0,0.78,0.39,1.35,0.52,55.5,41.3,2.9,0.3,42.79,15.66,25.2,9.79,1.0,5.18,0.2,0.16,56.8,34.2,7.3,0.7,0.9,0.1,5183.0,4630.0,91.2,5552.0,4854.0,90.3
269,corum,OSMANCIK,47.15,20.65,0.85,2.5,24.12,0.0,0.11,0.27,1.67,0.62,67.1,26.7,5.6,0.7,60.36,12.5,14.94,9.85,0.93,0.83,0.3,0.3,70.3,18.6,9.8,0.3,0.8,0.2,33800.0,29685.0,90.4,33135.0,29093.0,90.8
270,corum,SUNGURLU,33.16,40.32,0.49,1.44,21.34,0.0,0.29,0.19,1.29,0.37,69.9,25.2,4.6,0.4,56.66,15.64,13.64,11.33,0.94,1.31,0.25,0.24,70.9,17.9,10.0,0.3,0.7,0.2,36856.0,32410.0,90.1,36833.0,31977.0,89.4
271,corum,UĞURLUDAĞ,45.35,26.96,6.08,4.3,14.6,0.0,0.11,0.09,0.89,0.4,79.4,16.7,3.7,0.3,66.8,15.67,10.19,5.73,0.49,0.54,0.33,0.26,82.9,11.1,5.1,0.2,0.6,0.1,5033.0,4478.0,90.9,4934.0,4268.0,88.9
272,denizli,ACIPAYAM,41.94,9.46,1.61,2.23,27.4,12.08,0.22,0.76,2.0,1.12,53.8,39.3,6.0,0.9,49.94,8.27,24.24,14.4,0.92,1.02,0.42,0.36,56.2,29.0,13.6,0.3,0.6,0.3,44082.0,38556.0,90.8,43463.0,37931.0,91.1
273,denizli,BABADAĞ,40.49,9.91,0.65,1.17,30.94,11.29,0.2,0.25,2.25,1.69,52.0,40.2,6.6,1.2,47.89,8.62,23.05,17.72,1.15,0.61,0.56,0.38,54.5,30.1,14.1,0.3,0.6,0.4,5019.0,4515.0,93.0,4993.0,4453.0,93.3
274,denizli,BAKLAN,34.57,11.07,0.71,1.2,29.77,18.11,0.15,0.33,1.56,0.77,47.7,47.1,4.7,0.5,43.66,6.97,24.26,22.79,0.57,0.72,0.41,0.44,49.3,26.5,23.1,0.5,0.4,0.3,4383.0,3929.0,93.5,4473.0,3908.0,91.3
275,denizli,BEKİLLİ,30.15,6.06,0.59,0.86,45.32,11.79,0.4,0.65,1.62,0.92,37.5,57.3,4.6,0.6,33.0,5.16,46.18,12.26,0.62,1.32,1.02,0.32,37.4,48.7,11.8,0.5,0.4,1.2,5518.0,4772.0,89.6,5722.0,5020.0,91.1
276,denizli,BEYAĞAÇ,37.74,12.59,0.44,1.0,24.15,20.52,0.09,0.47,1.25,0.36,52.5,41.7,4.6,1.2,46.79,8.63,24.46,17.6,0.64,0.73,0.57,0.49,53.0,27.9,18.0,0.3,0.4,0.4,5090.0,4508.0,93.0,5217.0,4530.0,91.2
277,denizli,BOZKURT,34.07,8.08,0.57,0.87,36.67,13.57,0.72,0.83,2.09,1.13,42.9,50.8,5.3,1.0,42.66,5.27,34.51,14.95,0.65,1.33,0.34,0.22,43.7,41.1,13.7,1.0,0.3,0.2,8569.0,7581.0,91.4,8661.0,7687.0,92.3
278,denizli,BULDAN,32.37,9.4,1.34,0.8,32.24,17.15,0.52,0.65,2.61,1.47,43.2,48.4,7.3,1.2,37.29,10.13,26.73,23.14,0.83,1.09,0.41,0.34,44.9,33.1,20.8,0.6,0.4,0.3,21173.0,18696.0,91.2,20942.0,18405.0,91.6
279,denizli,ÇAL,30.17,10.08,0.92,1.06,37.18,16.14,0.23,0.47,1.63,1.02,41.2,52.8,5.2,0.8,34.79,8.0,35.52,18.37,0.91,1.47,0.55,0.31,40.2,40.1,18.1,0.4,0.7,0.4,14841.0,13205.0,91.9,15728.0,13951.0,92.6
280,denizli,ÇAMELİ,54.0,10.71,0.71,1.23,19.43,8.58,0.15,0.45,1.51,1.26,66.0,26.8,5.6,1.5,63.25,6.26,15.85,11.98,0.7,0.65,0.59,0.51,68.9,18.4,11.3,0.4,0.4,0.6,14876.0,12664.0,89.5,14791.0,12703.0,89.9
281,denizli,ÇARDAK,33.81,6.68,1.39,1.36,36.37,14.92,0.29,0.51,2.43,1.0,42.5,50.5,6.0,1.0,40.37,7.51,32.19,17.76,0.94,0.62,0.36,0.21,45.9,37.2,15.7,0.5,0.6,0.2,6744.0,5942.0,91.1,6664.0,5853.0,90.9
282,denizli,ÇİVRİL,32.74,12.18,1.61,1.05,31.28,15.87,1.01,0.41,1.72,1.03,47.7,46.3,5.3,0.7,40.66,7.69,32.21,16.42,0.95,1.28,0.44,0.3,48.1,35.4,14.7,0.8,0.7,0.4,46338.0,39920.0,89.0,45987.0,39505.0,89.5
283,denizli,GÜNEY,32.84,10.13,0.53,0.57,38.92,12.89,0.24,0.59,1.11,0.91,43.6,51.6,3.7,1.1,37.13,6.37,41.0,12.98,0.64,0.88,0.52,0.39,42.0,43.9,13.1,0.4,0.4,0.3,7908.0,7006.0,92.6,8071.0,7131.0,93.0
284,denizli,HONAZ,32.87,6.84,4.28,1.3,31.59,14.22,2.58,0.75,2.57,1.51,44.1,48.7,6.4,0.8,37.27,8.94,29.44,18.21,0.75,4.51,0.47,0.36,43.9,36.9,16.1,2.2,0.4,0.4,22801.0,20414.0,91.8,21261.0,19674.0,95.2
285,denizli,KALE,39.89,18.56,2.76,1.46,20.4,12.19,0.18,0.32,1.74,1.22,57.4,33.9,7.4,1.3,50.33,13.27,16.42,16.84,0.9,0.97,0.63,0.6,60.1,22.2,16.1,0.6,0.6,0.3,15039.0,13282.0,92.2,15190.0,13067.0,90.3
286,denizli,MERKEZEFENDİ,30.89,7.01,1.17,1.43,33.97,14.83,4.19,1.24,2.84,1.42,39.6,52.4,7.4,0.5,36.89,9.29,29.05,17.12,0.92,6.21,0.23,0.22,44.6,37.8,12.8,4.1,0.6,0.2,250208.0,228460.0,92.7,215760.0,194426.0,91.8
287,denizli,PAMUKKALE,33.57,7.74,1.39,1.46,32.4,14.11,1.92,1.26,3.15,1.7,43.2,48.1,8.1,0.6,40.41,10.0,28.01,16.89,0.83,3.37,0.24,0.18,48.5,36.0,13.0,1.7,0.6,0.2,253514.0,227520.0,91.4,241553.0,214392.0,90.6
288,denizli,SARAYKÖY,26.77,6.3,0.52,0.78,39.64,13.83,6.74,0.89,2.13,1.04,34.3,59.8,5.3,0.6,30.24,8.53,36.14,16.11,0.52,7.74,0.4,0.3,35.9,43.2,14.5,5.7,0.3,0.3,23736.0,21480.0,92.5,23029.0,20535.0,91.7
289,denizli,SERİNHİSAR,33.49,12.8,8.69,1.06,26.83,12.87,0.19,0.83,1.65,0.92,51.9,41.1,6.4,0.6,44.38,10.49,26.43,16.66,0.72,0.83,0.21,0.22,52.8,31.1,15.2,0.2,0.5,0.2,11284.0,10259.0,93.8,11042.0,10124.0,94.5
290,denizli,TAVAS,40.67,10.37,1.11,0.92,25.64,16.78,0.4,0.44,1.73,0.86,52.8,40.5,6.0,0.8,47.7,10.11,23.25,16.5,0.66,1.0,0.34,0.37,55.9,28.1,14.9,0.4,0.4,0.3,34160.0,29688.0,90.0,35350.0,30841.0,90.7
291,diyarbakir,BAĞLAR,19.31,0.77,0.15,1.34,6.73,1.85,67.88,0.0,0.0,0.45,22.7,75.8,1.3,0.3,18.4,0.91,1.95,2.07,1.43,71.01,0.09,0.0,24.0,5.7,0.9,68.5,0.8,0.1,254385.0,200474.0,81.2,232699.0,190688.0,84.4
292,diyarbakir,BİSMİL,16.44,1.23,0.24,1.47,6.32,0.88,72.03,0.0,0.0,0.24,20.4,78.7,0.6,0.2,15.82,0.84,1.24,1.09,0.6,77.2,0.09,0.0,20.2,4.1,0.5,74.7,0.4,0.1,74110.0,61417.0,85.4,67195.0,57980.0,88.5
293,diyarbakir,ÇERMİK,50.03,2.15,0.37,2.91,10.06,3.24,28.72,0.0,0.0,0.57,57.9,39.8,1.6,0.7,49.11,2.18,3.68,3.41,1.29,32.91,0.37,0.0,59.9,8.5,1.8,28.5,0.9,0.4,31759.0,23149.0,75.9,30594.0,21575.0,73.6
294,diyarbakir,ÇINAR,30.54,1.86,0.17,0.91,4.66,1.06,59.24,0.0,0.0,0.28,34.2,64.8,0.7,0.3,20.73,0.55,0.93,1.07,0.72,64.56,0.13,0.0,32.4,2.2,0.3,64.3,0.6,0.1,43549.0,34369.0,81.3,37964.0,30903.0,83.6
295,diyarbakir,ÇÜNGÜŞ,49.12,3.73,0.5,3.6,17.21,4.94,17.21,0.0,0.0,0.73,57.1,39.5,2.5,1.0,48.17,3.49,9.61,6.13,2.14,26.52,0.52,0.0,57.6,17.5,3.9,19.3,1.3,0.5,7483.0,5439.0,77.0,7986.0,5667.0,76.4
296,diyarbakir,DİCLE,25.88,1.19,0.22,2.05,6.07,9.23,50.17,0.0,0.0,0.38,32.7,65.1,1.6,0.6,16.43,0.84,1.09,17.87,5.86,55.61,0.23,0.0,30.2,4.6,3.4,58.9,2.4,0.4,23603.0,16770.0,75.4,22394.0,16624.0,78.7
297,diyarbakir,EĞİL,32.97,1.53,0.33,1.11,6.95,3.67,48.72,0.0,0.0,0.5,38.0,60.1,1.1,0.8,28.15,1.24,1.83,8.61,2.58,54.08,0.31,0.0,37.5,4.1,1.4,55.5,1.0,0.4,14232.0,9772.0,73.9,14020.0,10024.0,77.0
298,diyarbakir,ERGANİ,24.73,1.79,0.57,1.48,8.21,2.59,58.26,0.0,0.0,0.42,29.9,68.6,1.1,0.5,23.32,1.99,2.49,2.86,1.94,61.44,0.18,0.0,31.4,8.3,1.3,57.5,1.2,0.2,87937.0,67496.0,79.9,79624.0,61731.0,80.9
299,diyarbakir,HANİ,40.6,1.49,0.3,4.18,5.02,2.06,44.29,0.0,0.0,0.43,49.3,48.4,1.7,0.6,27.98,1.84,1.28,2.39,5.08,47.96,0.27,0.0,45.7,3.3,1.0,47.9,1.9,0.4,20133.0,12979.0,68.1,18723.0,13261.0,74.7
300,diyarbakir,HAZRO,16.9,5.36,0.16,0.7,4.39,1.07,69.57,0.0,0.0,0.49,23.1,74.7,1.9,0.3,13.05,3.98,1.03,0.87,0.59,78.26,0.15,0.0,18.9,3.1,0.9,76.6,0.5,0.1,10033.0,7453.0,77.8,9628.0,7517.0,81.5
301,diyarbakir,KAYAPINAR,20.32,1.2,0.28,1.72,9.58,2.24,62.47,0.0,0.0,0.43,24.0,74.6,1.1,0.2,20.23,1.07,2.15,2.8,2.27,67.01,0.25,0.0,26.7,7.9,1.1,62.8,1.3,0.1,273047.0,223876.0,84.4,214959.0,179824.0,85.8
302,diyarbakir,KOCAKÖY,12.46,1.52,0.18,0.8,4.86,1.03,77.64,0.0,0.0,0.3,15.1,83.6,1.0,0.3,13.53,1.11,1.37,0.87,0.76,81.3,0.04,0.0,16.1,3.4,0.3,79.5,0.7,0.1,9861.0,8005.0,84.6,9726.0,8359.0,88.9
303,diyarbakir,KULP,34.56,1.2,0.33,1.3,6.27,1.29,52.62,0.0,0.0,0.42,38.6,59.2,1.8,0.5,31.57,1.34,1.8,1.31,0.61,62.16,0.2,0.0,35.6,2.7,0.6,60.5,0.5,0.1,23021.0,17151.0,78.6,21479.0,16472.0,80.1
304,diyarbakir,LİCE,10.29,1.97,0.16,0.95,4.82,1.5,78.32,0.0,0.0,0.64,12.8,83.9,3.0,0.3,7.59,2.19,1.59,0.99,0.39,86.54,0.11,0.0,12.9,3.1,0.8,82.8,0.3,0.1,17836.0,14427.0,83.6,15862.0,13775.0,88.9
305,diyarbakir,SİLVAN,17.68,2.0,0.16,0.89,4.92,1.01,71.75,0.0,0.0,0.39,20.0,78.6,1.2,0.2,11.88,0.78,1.06,0.66,0.49,80.93,0.09,0.0,17.1,2.3,0.5,79.6,0.5,0.1,54318.0,43692.0,83.6,49208.0,41235.0,86.7
306,diyarbakir,SUR,24.45,1.3,0.4,1.81,6.35,1.94,61.77,0.0,0.0,0.25,29.3,69.7,0.8,0.3,21.01,0.73,1.36,2.35,1.66,65.61,0.46,0.0,29.5,4.0,0.5,65.3,0.6,0.1,59860.0,46698.0,81.0,66358.0,53183.0,83.0
307,diyarbakir,YENİŞEHİR,22.83,1.33,0.21,1.69,9.15,3.21,59.33,0.0,0.0,0.56,26.8,71.2,1.8,0.2,21.53,1.61,2.92,3.81,1.96,64.46,0.11,0.0,27.8,8.9,1.4,60.7,1.2,0.1,141847.0,112655.0,82.0,124972.0,101649.0,83.6
308,duzce,AKÇAKOCA,43.01,14.46,0.85,3.0,30.83,0.0,1.24,0.61,2.25,1.35,59.5,34.2,5.8,0.4,48.07,17.24,21.05,8.48,2.39,2.31,0.34,0.12,62.2,27.5,7.2,1.4,1.4,0.3,31683.0,28553.0,91.8,29502.0,25956.0,90.2
309,duzce,CUMAYERİ,54.59,19.89,0.48,4.59,14.7,0.0,1.0,0.2,2.03,0.84,77.0,17.4,5.3,0.3,63.09,18.3,7.96,6.99,1.72,1.67,0.13,0.15,80.0,11.3,6.1,1.0,1.4,0.2,11689.0,10724.0,93.1,10435.0,9397.0,92.0
310,duzce,ÇİLİMLİ,57.14,19.1,0.73,3.81,13.68,0.0,0.3,0.29,2.05,0.75,78.3,15.1,6.2,0.4,62.89,20.49,7.34,6.23,1.17,1.6,0.19,0.1,80.6,11.5,6.5,0.4,0.9,0.1,13583.0,12398.0,93.1,13090.0,12205.0,95.6
311,duzce,GÖLYAKA,50.55,15.04,0.68,4.7,23.73,0.0,0.51,0.28,1.62,0.82,69.7,25.3,4.5,0.4,59.26,14.84,18.56,5.29,1.3,0.36,0.23,0.16,72.8,21.3,4.5,0.2,0.9,0.3,16180.0,14862.0,93.9,15551.0,13961.0,92.7
312,duzce,GÜMÜŞOVA,53.5,16.71,0.56,3.74,18.51,0.0,1.31,0.3,2.3,1.08,72.3,21.6,5.7,0.4,59.07,17.49,12.4,8.51,0.58,1.46,0.24,0.24,74.6,15.5,8.2,1.0,0.5,0.2,13076.0,11933.0,92.9,11565.0,10398.0,92.2
313,duzce,KAYNAŞLI,55.37,19.53,0.79,3.89,15.52,0.0,0.14,0.33,2.0,0.66,77.7,16.6,5.5,0.2,62.23,21.09,10.39,4.73,1.03,0.28,0.17,0.09,81.6,12.9,4.3,0.2,0.7,0.2,15850.0,14129.0,91.0,15274.0,13635.0,91.5
314,duzce,MERKEZ,48.25,15.92,1.03,4.1,23.79,0.0,1.13,0.48,2.29,1.21,66.9,26.2,6.6,0.4,54.65,19.94,14.82,6.94,1.54,1.75,0.25,0.11,72.3,19.0,6.3,1.1,1.2,0.2,181196.0,164055.0,92.1,160924.0,142735.0,90.8
315,duzce,YIĞILCA,62.85,16.48,0.79,3.32,11.53,0.0,0.18,0.11,1.31,0.65,83.0,12.4,3.9,0.7,70.68,14.25,8.18,4.46,0.97,0.43,0.68,0.36,84.4,9.8,4.3,0.3,0.8,0.4,11380.0,10091.0,92.3,11269.0,9739.0,91.0
316,edirne,ENEZ,18.46,5.11,0.27,0.57,47.18,17.35,5.57,0.84,1.17,1.14,25.5,71.1,2.8,0.6,20.33,3.32,53.01,13.91,0.83,7.91,0.4,0.28,23.1,60.0,10.2,6.0,0.4,0.2,8992.0,7932.0,90.0,9309.0,8186.0,90.2
317,edirne,HAVSA,21.0,9.31,0.26,0.64,40.94,21.2,1.85,0.59,1.32,0.74,31.1,64.9,3.4,0.6,25.35,4.65,46.89,17.85,1.71,2.74,0.4,0.31,28.7,54.2,13.7,2.0,1.1,0.2,15367.0,13739.0,91.7,15815.0,13916.0,91.0
318,edirne,İPSALA,28.78,8.06,0.31,0.66,40.6,15.68,0.53,0.4,1.27,0.99,38.5,57.2,3.5,0.8,34.62,4.9,43.45,14.5,0.69,1.05,0.33,0.41,37.7,49.3,11.6,0.7,0.4,0.2,21255.0,18707.0,90.7,21984.0,19028.0,89.4
319,edirne,KEŞAN,19.8,14.26,0.21,0.65,45.26,13.35,1.51,0.72,1.25,0.98,34.5,61.5,3.5,0.6,29.71,5.26,48.47,12.69,0.76,2.63,0.26,0.18,33.0,56.3,8.9,1.2,0.4,0.2,65669.0,58505.0,90.8,62536.0,54002.0,88.5
320,edirne,LALAPAŞA,36.17,7.38,0.42,0.81,32.29,15.94,0.61,0.64,1.31,1.06,45.1,50.3,3.8,0.8,38.99,5.96,37.12,14.42,1.34,1.21,0.51,0.3,43.3,42.2,12.7,0.6,0.8,0.4,5284.0,4764.0,93.0,5373.0,4687.0,91.0
321,edirne,MERİÇ,33.22,3.68,0.31,0.49,41.58,15.16,0.3,0.51,0.69,0.64,40.8,56.3,2.1,0.8,32.66,3.64,46.66,14.12,0.73,1.22,0.44,0.46,35.3,51.1,11.9,0.7,0.7,0.4,11155.0,9549.0,88.9,11788.0,9786.0,87.0
322,edirne,MERKEZ,22.48,5.86,0.21,0.75,37.48,24.48,2.41,1.59,1.94,0.9,29.4,65.5,4.6,0.5,26.29,5.34,44.77,17.16,1.27,4.63,0.28,0.15,30.4,57.3,9.0,2.2,0.8,0.3,138831.0,122983.0,89.9,129665.0,111951.0,87.9
323,edirne,SÜLOĞLU,29.1,9.4,0.43,1.24,36.16,16.57,0.34,0.83,2.14,1.53,40.1,53.5,5.6,0.8,33.1,6.99,40.28,15.86,1.45,1.45,0.49,0.28,38.0,46.5,13.6,0.6,1.0,0.4,5030.0,4485.0,91.0,4932.0,4284.0,89.2
324,edirne,UZUNKÖPRÜ,24.26,3.99,0.24,0.46,38.55,27.03,0.77,0.58,1.0,0.68,31.3,65.1,2.9,0.8,26.05,3.99,48.62,18.22,0.76,1.6,0.39,0.31,29.0,56.4,13.2,0.8,0.4,0.3,48716.0,42782.0,90.2,49212.0,42351.0,89.1
325,elazig,AĞIN,35.43,16.77,0.43,3.06,27.8,7.42,0.81,0.0,0.65,0.22,59.0,35.5,5.2,0.3,51.45,11.23,21.24,11.07,1.9,2.21,0.53,0.37,60.5,25.8,10.6,1.1,1.9,0.2,2219.0,1881.0,87.0,2285.0,1887.0,86.3
326,elazig,ALACAKAYA,52.66,6.73,0.32,3.53,12.7,1.38,9.81,0.0,0.74,0.19,72.6,24.3,2.8,0.3,61.21,10.08,7.56,4.66,1.57,12.29,0.05,2.57,75.5,8.0,3.7,11.4,1.2,0.2,4640.0,3793.0,84.5,4702.0,3899.0,85.4
327,elazig,ARICAK,52.19,4.35,0.41,5.29,8.69,1.35,13.53,0.0,0.99,0.19,73.1,24.3,2.3,0.4,69.6,4.69,3.07,1.61,1.78,16.93,0.2,2.12,77.1,5.4,1.0,14.8,1.4,0.2,9517.0,6936.0,76.9,9622.0,7493.0,80.9
328,elazig,BASKİL,47.6,7.36,0.5,6.65,10.5,1.42,0.89,0.0,0.45,0.19,81.0,16.0,2.9,0.2,73.72,9.91,7.56,5.36,1.23,1.83,0.11,0.29,83.8,9.4,4.7,0.8,1.2,0.1,9966.0,8925.0,91.1,10050.0,8693.0,88.3
329,elazig,KARAKOÇAN,36.27,2.85,0.2,3.29,10.8,1.34,40.25,0.0,0.4,0.24,48.0,50.2,1.5,0.3,44.42,3.51,4.45,1.56,3.55,40.94,0.3,1.27,50.2,12.6,1.3,33.2,2.5,0.1,21184.0,15768.0,77.4,20043.0,16176.0,83.9
330,elazig,KEBAN,42.1,14.85,0.34,3.55,20.63,4.45,1.97,0.0,0.5,0.34,70.7,25.4,3.6,0.3,58.67,14.77,12.37,8.24,1.15,4.31,0.25,0.25,72.0,17.9,7.1,1.7,1.2,0.2,4969.0,4437.0,91.0,5038.0,4430.0,90.0
331,elazig,KOVANCILAR,55.87,10.02,0.36,4.43,7.75,1.12,11.82,0.0,0.39,0.17,78.9,18.7,2.0,0.5,68.11,7.95,2.93,1.98,1.54,12.39,0.41,4.68,80.8,5.0,1.6,11.0,1.4,0.1,27145.0,21339.0,80.9,26140.0,20617.0,80.9
332,elazig,MADEN,38.56,11.34,0.28,2.54,25.6,3.77,5.19,0.0,0.62,0.75,63.6,33.0,2.8,0.6,54.07,10.84,15.96,9.3,0.75,7.58,0.35,1.15,65.4,21.4,7.8,4.6,0.7,0.2,7554.0,6052.0,82.8,8433.0,6517.0,80.2
333,elazig,MERKEZ,37.69,12.22,0.41,3.48,23.39,2.53,5.14,0.0,0.56,0.21,65.8,28.9,4.9,0.3,52.27,15.32,11.98,9.2,1.75,8.24,0.13,1.11,68.9,17.6,7.4,4.6,1.6,0.1,324783.0,275310.0,86.9,305354.0,253501.0,85.4
