,sehir,ilce,akp,mhp,bbp,yrefah,chp,iyip,ysp,tip,zafer,memleket,rte,kk,so,mi,akp_2018,mhp_2018,chp_2018,iyip_2018,sp_2018,hdp_2018,vp_2018,hudapar_2018,rte_2018,mi_2018,ma_2018,sd_2018,tk_2018,dp_2018,secmen_sayisi_2023,gecerli_oy_sayisi_2023,katilim_orani_2023,secmen_sayisi_2018,gecerli_oy_sayisi_2018,katilim_orani_2018
579,kayseri,TALAS,33.09,18.22,1.51,3.13,21.77,13.69,0.37,0.58,4.01,1.11,53.7,35.4,10.6,0.3,42.28,23.53,15.6,14.18,1.98,2.0,0.18,0.09,62.9,25.0,10.3,0.4,1.2,0.2,117244.0,104977.0,90.7,103995.0,91522.0,89.7
580,kayseri,TOMARZA,42.48,26.8,0.9,2.68,13.98,9.59,0.18,0.12,1.8,0.88,71.7,21.5,6.3,0.5,49.99,25.92,11.79,9.8,1.49,0.62,0.19,0.16,74.9,15.4,8.2,0.2,1.2,0.2,16354.0,14304.0,89.4,16643.0,14541.0,90.1
581,kayseri,YAHYALI,58.58,19.65,0.59,3.22,8.82,6.06,0.15,0.12,1.57,0.51,80.5,14.8,4.3,0.4,65.44,19.71,5.35,6.97,1.77,0.47,0.11,0.16,83.8,8.1,6.5,0.3,1.2,0.1,26791.0,24148.0,91.7,26262.0,23599.0,91.8
582,kayseri,YEŞİLHİSAR,42.34,19.05,0.74,2.26,21.35,10.19,0.27,0.24,1.46,0.66,63.1,31.6,4.7,0.6,49.64,17.44,18.81,11.41,1.35,0.84,0.2,0.25,64.4,22.6,11.5,0.4,0.9,0.2,12285.0,10900.0,91.0,12217.0,10836.0,91.5
583,kirikkale,BAHŞİLİ,40.51,22.85,0.64,2.48,20.88,8.9,0.44,0.0,1.61,0.22,66.8,26.4,6.3,0.5,55.07,22.01,11.99,8.83,0.91,0.78,0.19,0.22,74.0,15.8,8.6,0.4,1.0,0.2,5655.0,4978.0,90.3,5235.0,4594.0,90.2
584,kirikkale,BALIŞEYH,35.67,21.71,0.51,1.36,29.81,6.46,1.04,0.0,0.92,0.3,60.1,34.9,4.3,0.8,44.65,24.61,16.69,9.84,1.19,2.34,0.23,0.44,64.9,20.2,12.0,2.3,0.5,0.1,4891.0,4351.0,91.3,4442.0,3843.0,89.1
585,kirikkale,ÇELEBİ,36.11,28.31,1.4,1.46,15.26,14.74,0.12,0.0,1.51,0.12,66.8,26.8,5.6,0.9,55.34,17.98,7.62,16.14,1.33,1.08,0.06,0.44,70.1,13.6,14.2,0.4,1.5,0.1,2037.0,1715.0,87.0,1824.0,1576.0,88.8
586,kirikkale,DELİCE,35.11,27.37,0.67,1.52,23.2,9.05,0.42,0.0,0.94,0.36,63.2,32.3,4.0,0.5,50.18,16.41,20.28,9.9,0.79,1.75,0.27,0.42,63.5,26.4,8.8,0.5,0.5,0.2,7329.0,6425.0,89.4,6765.0,5925.0,89.6
587,kirikkale,KARAKEÇİLİ,43.21,27.82,4.59,1.99,14.33,5.66,0.19,0.0,1.39,0.19,76.2,16.5,6.9,0.5,49.5,33.32,5.43,10.05,1.18,0.14,0.09,0.28,80.5,7.4,10.8,0.0,1.2,0.1,2357.0,2165.0,93.6,2376.0,2094.0,91.5
588,kirikkale,KESKİN,36.72,23.54,0.69,1.27,17.42,17.53,0.13,0.0,0.89,0.14,68.0,27.4,4.2,0.4,43.37,18.45,10.31,24.09,1.22,2.19,0.23,0.14,65.9,19.8,12.6,0.4,1.0,0.2,11581.0,9923.0,87.7,12238.0,10810.0,91.2
589,kirikkale,MERKEZ,36.01,20.58,0.62,1.95,27.15,10.2,0.25,0.0,1.49,0.48,59.5,33.0,7.1,0.4,43.06,25.42,15.03,14.0,1.28,0.89,0.18,0.15,65.0,21.4,12.0,0.3,1.1,0.2,144369.0,125450.0,88.8,146479.0,124421.0,87.1
590,kirikkale,SULAKYURT,20.38,40.64,0.5,0.85,32.16,3.61,0.2,0.0,0.5,0.09,57.5,37.7,3.0,1.8,29.85,38.37,28.05,2.18,0.38,0.88,0.1,0.19,59.8,34.4,4.7,0.7,0.2,0.1,5232.0,4588.0,89.4,5414.0,4755.0,90.2
591,kirikkale,YAHŞİHAN,31.12,18.54,0.55,1.81,31.85,10.82,0.58,0.0,3.0,0.88,50.5,39.9,9.3,0.3,41.98,22.33,17.51,14.66,1.28,2.01,0.08,0.15,59.8,26.0,12.0,0.9,1.3,0.1,19839.0,17488.0,89.7,13623.0,11414.0,85.6
592,kirklareli,BABAESKİ,20.11,3.3,0.53,0.47,53.32,15.58,1.13,1.27,1.25,0.85,24.8,71.7,3.1,0.5,19.87,4.38,56.83,15.23,0.6,2.57,0.36,0.15,22.9,66.0,9.4,1.1,0.3,0.3,38671.0,34608.0,91.0,38687.0,34370.0,90.7
593,kirklareli,DEMİRKÖY,32.48,14.78,0.35,0.72,33.65,9.86,2.45,1.08,1.48,0.91,45.6,49.2,4.6,0.6,40.36,8.03,33.44,13.69,0.73,3.16,0.37,0.19,47.0,39.5,10.5,2.3,0.3,0.4,7272.0,6365.0,89.4,6668.0,5746.0,89.2
594,kirklareli,KOFÇAZ,29.26,9.85,0.86,0.52,41.71,13.02,0.29,0.58,0.92,0.52,39.1,56.2,3.8,0.8,33.78,5.58,41.69,16.09,0.53,0.74,1.06,0.48,38.2,47.5,12.3,0.6,0.4,1.0,1917.0,1755.0,93.7,2050.0,1889.0,94.2
595,kirklareli,LÜLEBURGAZ,23.18,3.48,0.33,0.63,48.45,15.64,2.01,2.28,1.55,0.9,28.0,67.7,3.8,0.5,24.6,4.23,51.39,15.58,0.59,3.26,0.23,0.09,27.7,62.2,8.0,1.5,0.3,0.2,122224.0,111257.0,92.1,113453.0,101953.0,91.2
596,kirklareli,MERKEZ,27.73,5.31,0.85,0.78,41.35,15.78,1.99,1.6,1.81,0.95,34.2,60.3,4.9,0.6,30.03,4.92,41.43,19.12,0.57,3.45,0.27,0.17,34.7,52.0,10.9,1.7,0.4,0.3,80205.0,71095.0,90.0,71513.0,62142.0,88.9
597,kirklareli,PEHLİVANKÖY,23.32,3.84,0.34,0.53,47.28,19.21,0.42,1.22,0.8,0.53,27.7,68.8,2.9,0.6,26.85,4.0,45.39,21.71,0.5,0.9,0.47,0.14,29.0,52.2,17.8,0.5,0.3,0.3,3049.0,2660.0,89.5,3189.0,2780.0,90.0
598,kirklareli,PINARHİSAR,25.83,7.74,0.39,0.62,43.75,15.11,0.89,1.61,1.16,0.75,34.5,61.5,3.4,0.6,28.72,5.76,45.89,16.0,0.64,2.42,0.29,0.26,33.4,53.4,11.6,1.1,0.3,0.3,14488.0,13061.0,92.0,14689.0,12905.0,90.1
599,kirklareli,VİZE,25.65,5.59,0.29,0.74,44.37,16.84,0.64,0.8,1.8,1.05,32.8,62.2,4.5,0.5,25.73,6.28,47.48,18.08,0.64,1.22,0.28,0.25,29.9,56.4,12.5,0.6,0.3,0.2,23945.0,21189.0,90.1,22425.0,19817.0,90.7
600,kirsehir,AKÇAKENT,54.42,22.02,0.78,2.87,10.81,6.24,0.04,0.08,0.78,0.23,77.5,18.7,3.5,0.3,63.8,16.4,9.1,8.27,1.2,0.49,0.45,0.22,78.3,10.5,9.9,0.5,0.7,0.2,3088.0,2605.0,86.0,3171.0,2634.0,87.0
601,kirsehir,AKPINAR,49.08,10.53,1.59,1.17,27.35,6.11,0.41,0.14,1.04,0.65,59.5,36.0,4.1,0.4,53.15,11.31,24.42,9.01,0.67,0.67,0.48,0.26,61.3,26.9,10.3,0.5,0.7,0.3,5928.0,4908.0,85.5,5955.0,5010.0,87.4
602,kirsehir,BOZTEPE,31.98,7.38,0.57,1.17,36.36,4.85,13.62,0.73,0.91,0.37,41.8,55.0,2.9,0.3,33.55,8.62,34.07,4.65,0.73,18.2,0.08,0.08,42.5,37.3,7.0,12.6,0.5,0.1,4274.0,3843.0,91.3,4367.0,3853.0,90.3
603,kirsehir,ÇİÇEKDAĞI,42.2,27.23,0.93,2.63,16.14,6.22,1.63,0.11,1.05,0.56,69.0,25.8,4.6,0.6,52.8,21.27,11.09,8.03,1.37,4.58,0.22,0.61,70.1,15.6,10.8,2.3,1.0,0.2,10931.0,9538.0,89.2,11146.0,9217.0,85.8
604,kirsehir,KAMAN,33.38,24.24,0.68,0.96,27.41,8.04,0.76,0.35,1.51,0.88,55.5,37.7,6.2,0.6,43.61,14.8,26.89,11.35,0.81,1.7,0.3,0.22,56.8,28.7,12.7,0.9,0.5,0.3,26554.0,21458.0,82.9,27437.0,21740.0,82.0
605,kirsehir,MERKEZ,38.35,11.56,1.3,1.72,31.55,7.71,2.85,0.47,2.33,0.8,51.1,41.1,7.5,0.3,37.17,18.27,27.12,10.97,1.06,5.08,0.16,0.13,52.6,30.2,12.8,3.3,0.9,0.2,109290.0,94576.0,88.2,99218.0,84572.0,87.5
606,kirsehir,MUCUR,40.51,18.07,0.58,1.44,28.35,6.1,1.12,0.25,1.58,0.55,59.9,33.6,6.1,0.4,45.3,16.33,27.43,8.42,0.85,1.35,0.18,0.11,61.0,25.1,11.8,1.2,0.7,0.1,14144.0,12518.0,90.2,14198.0,12276.0,88.7
607,kilis,ELBEYLİ,39.25,23.97,0.52,3.47,19.7,6.39,0.4,0.0,4.18,0.81,63.7,27.4,8.5,0.4,47.95,22.31,17.36,9.88,0.8,0.97,0.2,0.52,67.4,22.8,9.1,0.2,0.3,0.2,4643.0,4241.0,92.7,4062.0,3488.0,87.2
608,kilis,MERKEZ,39.43,26.19,0.43,2.39,21.14,5.74,0.96,0.0,1.96,0.71,64.0,28.1,7.2,0.7,49.23,20.89,15.2,10.87,1.37,2.05,0.15,0.23,68.8,19.8,8.9,1.3,0.9,0.2,80895.0,70002.0,88.3,70145.0,59972.0,87.7
609,kilis,MUSABEYLİ,37.05,38.88,0.44,1.86,12.4,6.49,0.36,0.0,0.74,0.53,77.2,18.8,3.4,0.7,61.88,19.75,9.28,6.12,1.64,0.84,0.24,0.24,80.5,11.7,5.9,0.9,0.8,0.2,8345.0,7367.0,90.5,8114.0,6989.0,88.5
610,kilis,POLATELİ,46.93,28.83,0.54,1.81,14.35,5.16,0.4,0.0,0.44,0.5,75.1,20.5,3.8,0.6,60.51,17.85,8.98,10.31,1.2,0.67,0.32,0.18,75.5,14.7,8.4,0.7,0.5,0.2,3315.0,2983.0,91.7,3295.0,2840.0,88.3
611,kocaeli,BAŞİSKELE,45.65,7.3,1.55,8.07,20.0,9.78,2.64,0.0,2.97,1.05,61.7,31.9,6.1,0.2,57.19,11.11,14.57,10.08,3.41,3.32,0.16,0.14,67.9,21.2,7.0,1.4,2.3,0.1,82786.0,76016.0,93.2,66499.0,60197.0,92.1
612,kocaeli,ÇAYIROVA,39.85,9.83,0.77,6.05,23.43,6.78,7.27,0.0,3.36,1.23,55.9,37.4,6.3,0.3,49.69,12.51,19.11,6.83,2.21,9.34,0.12,0.16,61.5,26.8,4.8,5.4,1.5,0.1,107077.0,96611.0,91.6,88216.0,77193.0,89.2
613,kocaeli,DARICA,38.47,9.77,0.84,4.73,22.93,7.64,9.69,0.0,3.34,1.15,53.0,40.2,6.5,0.3,48.01,11.89,17.92,8.33,1.69,11.72,0.22,0.15,58.9,25.8,5.9,8.2,1.1,0.1,163386.0,147243.0,91.6,138467.0,120688.0,88.9
614,kocaeli,DERİNCE,36.59,9.43,1.33,5.22,26.47,10.86,4.3,0.0,3.29,1.17,51.5,41.1,7.1,0.3,44.71,11.63,22.5,12.23,1.99,6.59,0.16,0.15,55.1,31.9,8.6,2.9,1.3,0.2,110604.0,99532.0,91.5,103074.0,90926.0,90.1
615,kocaeli,DİLOVASI,35.52,7.82,0.55,7.19,10.09,5.65,28.98,0.0,1.53,0.78,53.9,41.9,3.8,0.4,46.11,9.18,5.91,5.43,1.17,31.5,0.13,0.55,57.5,10.9,4.3,26.4,0.8,0.2,36043.0,31100.0,88.9,31109.0,26583.0,88.0
616,kocaeli,GEBZE,40.08,10.54,0.85,6.21,22.82,7.9,5.5,0.0,3.31,1.27,57.1,35.7,6.8,0.3,50.41,12.97,18.47,9.02,2.06,6.71,0.17,0.13,62.3,26.3,5.8,4.0,1.3,0.2,294635.0,265098.0,91.5,259788.0,227334.0,89.4
617,kocaeli,GÖLCÜK,39.41,8.15,0.91,5.68,25.69,11.3,2.69,0.0,3.43,1.29,53.3,39.2,7.1,0.4,48.08,9.99,23.03,12.53,2.5,3.57,0.16,0.11,57.3,31.3,7.7,1.9,1.7,0.2,131571.0,118962.0,91.8,116600.0,102467.0,89.5
618,kocaeli,İZMİT,37.57,5.17,1.33,5.18,29.78,12.14,2.73,0.0,3.24,1.38,48.9,43.9,6.8,0.4,43.75,10.14,26.0,13.08,2.24,4.42,0.19,0.14,53.1,34.6,8.7,2.0,1.4,0.2,275384.0,248011.0,91.6,255778.0,226214.0,90.1
619,kocaeli,KANDIRA,47.85,5.86,1.32,10.64,18.58,10.07,1.04,0.0,1.78,0.85,64.2,30.0,5.1,0.7,51.34,13.99,17.67,10.97,1.98,3.3,0.45,0.27,63.4,23.6,10.2,1.2,1.3,0.3,39395.0,35080.0,91.8,35546.0,32768.0,95.6
620,kocaeli,KARAMÜRSEL,41.45,8.57,0.96,4.75,23.61,12.62,2.27,0.0,2.94,1.43,55.5,37.5,6.5,0.5,50.31,9.02,21.93,12.28,3.35,2.74,0.19,0.14,58.5,29.7,8.0,1.3,2.4,0.1,45969.0,39910.0,88.4,42745.0,36741.0,87.8
621,kocaeli,KARTEPE,42.8,7.0,2.33,6.98,20.88,10.32,4.09,0.0,3.0,1.32,58.3,34.5,6.8,0.4,54.27,10.91,17.57,10.36,2.31,4.25,0.15,0.16,64.7,23.7,7.3,2.8,1.3,0.2,100219.0,91488.0,92.9,81922.0,73075.0,91.1
622,kocaeli,KÖRFEZ,36.71,8.69,1.16,5.23,22.21,10.25,9.76,0.0,3.25,1.21,51.4,41.3,6.9,0.4,44.34,12.35,18.63,10.77,2.47,11.06,0.17,0.2,55.9,26.8,7.7,7.8,1.6,0.2,129224.0,115446.0,90.9,114658.0,100262.0,89.3
623,konya,AHIRLI,45.24,18.36,3.08,4.92,13.02,10.61,0.1,0.03,2.26,0.44,71.6,22.8,5.1,0.5,59.19,16.64,7.86,13.25,1.96,0.3,0.4,0.33,74.9,11.2,12.3,0.2,1.0,0.4,3713.0,3157.0,88.6,3592.0,2997.0,87.4
624,konya,AKÖREN,50.64,21.19,4.17,4.25,6.59,10.06,0.08,0.05,1.46,0.37,78.2,15.5,5.9,0.3,67.02,16.57,4.78,9.94,1.11,0.22,0.16,0.19,81.6,7.5,10.1,0.2,0.6,0.1,4253.0,3775.0,90.7,4300.0,3655.0,88.4
625,konya,AKŞEHİR,42.6,13.2,0.73,2.29,18.11,17.49,0.63,0.3,2.35,0.92,59.2,33.4,6.8,0.6,50.83,14.81,16.52,14.61,1.24,1.44,0.31,0.2,63.3,22.0,13.1,0.5,0.8,0.3,71819.0,61167.0,87.4,70004.0,58612.0,86.4
626,konya,ALTINEKİN,53.76,17.05,1.48,9.92,7.16,5.71,1.02,0.07,2.26,0.81,82.1,13.4,4.3,0.3,71.34,14.85,5.21,5.77,2.34,0.3,0.04,0.14,85.1,7.5,5.9,0.1,1.4,0.1,10259.0,9475.0,93.8,9707.0,8926.0,93.8
627,konya,BEYŞEHİR,45.06,16.64,1.8,5.42,10.6,14.88,0.29,0.19,2.89,0.97,67.6,24.1,7.9,0.4,55.72,17.64,7.51,16.16,2.06,0.46,0.22,0.21,72.2,12.2,13.9,0.2,1.3,0.2,57730.0,51083.0,90.4,53130.0,46192.0,89.7
628,konya,BOZKIR,46.03,17.85,5.52,4.86,11.86,9.09,0.18,0.16,2.12,0.58,72.3,21.4,5.7,0.6,57.58,19.79,9.02,10.23,1.88,0.64,0.27,0.23,75.5,12.8,10.1,0.2,1.1,0.3,19078.0,16052.0,86.9,19540.0,16302.0,87.0
629,konya,CİHANBEYLİ,34.69,11.75,0.56,2.72,12.4,4.56,28.97,0.5,1.39,0.54,52.0,44.8,2.8,0.4,44.72,10.76,8.42,3.96,1.1,30.54,0.12,0.33,55.6,16.2,3.6,23.6,0.9,0.1,37648.0,28117.0,76.2,36705.0,28237.0,78.8
630,konya,ÇELTİK,48.37,13.43,1.11,3.5,12.27,16.31,1.08,0.24,1.34,0.83,68.4,26.7,4.5,0.5,59.42,11.79,9.67,15.62,1.53,1.15,0.34,0.44,69.6,13.5,15.2,0.5,0.9,0.3,7238.0,5836.0,82.6,7131.0,5919.0,85.1
631,konya,ÇUMRA,48.71,18.15,7.75,4.38,7.88,7.71,0.44,0.18,3.05,0.79,75.8,16.1,7.6,0.5,59.84,23.33,4.53,9.48,2.04,0.5,0.1,0.15,80.8,7.4,10.0,0.4,1.3,0.1,48545.0,43845.0,92.0,46009.0,41387.0,92.3
632,konya,DERBENT,49.08,16.77,0.69,4.01,19.03,7.0,0.23,0.36,1.48,0.33,70.5,25.5,3.4,0.6,58.03,12.11,18.35,7.95,2.45,0.37,0.4,0.3,70.5,19.8,8.0,0.3,1.2,0.3,3366.0,3049.0,93.4,3303.0,2946.0,92.6
633,konya,DEREBUCAK,49.34,14.86,0.73,1.88,9.18,19.17,0.06,0.08,1.62,0.76,67.4,26.6,5.5,0.5,59.15,14.65,6.43,17.64,1.04,0.3,0.37,0.4,72.5,9.6,16.7,0.1,0.9,0.2,4706.0,3580.0,79.1,5093.0,4018.0,83.0
634,konya,DOĞANHİSAR,45.52,13.23,0.9,4.31,18.66,12.16,0.14,0.16,1.64,0.92,64.0,30.3,4.7,1.0,56.63,9.47,15.71,14.25,2.45,0.51,0.54,0.38,65.6,18.9,13.2,0.3,1.5,0.6,12569.0,10431.0,88.7,13255.0,10984.0,89.4
635,konya,EMİRGAZİ,41.23,17.05,2.51,2.72,22.21,8.45,0.24,0.32,1.82,1.53,63.0,31.5,4.6,0.9,53.84,14.65,18.08,10.99,1.17,0.49,0.3,0.45,66.0,22.0,10.9,0.2,0.7,0.2,5659.0,4684.0,84.8,5781.0,4660.0,83.7
636,konya,EREĞLİ,36.21,13.4,0.83,1.85,28.48,8.9,1.93,0.41,2.53,1.1,54.2,38.4,6.9,0.5,39.21,19.26,22.72,12.97,1.48,3.95,0.21,0.18,56.1,29.1,11.8,2.0,0.8,0.2,110668.0,95791.0,88.3,102705.0,87578.0,87.6
637,konya,GÜNEYSINIR,56.75,19.54,5.19,5.13,4.86,5.29,0.08,0.1,1.75,0.51,86.1,9.9,3.6,0.3,73.19,16.84,2.89,5.09,1.8,0.1,0.03,0.03,89.1,4.1,5.1,0.1,1.5,0.1,6894.0,6290.0,92.7,6756.0,6266.0,94.5
638,konya,HADİM,46.24,15.77,1.72,5.29,15.44,11.08,0.25,0.16,1.76,0.55,68.7,25.8,4.9,0.5,58.96,17.64,8.27,11.64,2.2,0.66,0.36,0.23,75.0,11.1,11.9,0.4,1.5,0.2,8744.0,7500.0,88.4,9019.0,7825.0,89.9
639,konya,HALKAPINAR,50.4,17.28,1.72,2.06,17.49,6.6,0.17,0.07,1.55,0.69,73.0,21.9,4.9,0.2,58.81,17.77,11.1,10.31,0.87,0.52,0.35,0.24,75.1,13.5,10.2,0.2,0.8,0.2,3290.0,2948.0,91.5,3279.0,2889.0,90.4
640,konya,HÜYÜK,44.35,14.72,1.03,3.01,17.79,13.86,0.16,0.13,2.67,0.6,63.9,31.1,4.5,0.4,53.04,13.33,14.58,16.04,1.7,0.62,0.38,0.29,64.7,18.5,15.3,0.2,1.0,0.3,12561.0,10850.0,89.1,12670.0,11033.0,90.5
641,konya,ILGIN,42.73,18.32,1.26,6.08,15.16,11.36,0.47,0.18,2.29,0.76,66.1,26.3,6.9,0.7,49.92,21.42,11.88,13.44,2.12,0.7,0.26,0.22,68.0,15.9,14.0,0.4,1.5,0.2,41394.0,36226.0,90.0,41114.0,35130.0,88.9
642,konya,KADINHANI,51.49,23.56,2.83,3.48,8.53,6.33,0.38,0.18,1.58,0.64,80.0,15.0,4.7,0.3,62.74,21.26,6.9,6.34,2.1,0.39,0.11,0.12,81.7,9.5,6.8,0.2,1.6,0.1,22624.0,20567.0,92.5,21871.0,19539.0,91.3
643,konya,KARAPINAR,47.32,13.79,1.62,3.51,22.67,5.55,0.16,0.13,2.71,1.11,66.7,26.2,6.4,0.7,54.85,18.13,15.77,8.3,2.14,0.47,0.16,0.17,70.8,19.4,8.1,0.3,1.2,0.1,36050.0,31841.0,90.1,33768.0,29300.0,89.1
644,konya,KARATAY,55.35,14.93,2.31,6.85,7.35,5.5,2.76,0.28,2.99,0.85,78.3,15.2,6.2,0.3,70.4,14.66,3.88,4.72,2.58,3.16,0.08,0.46,85.1,6.2,4.4,2.7,1.6,0.1,249629.0,221062.0,90.1,206841.0,184147.0,90.8
645,konya,KULU,44.9,12.65,0.47,2.82,10.76,3.45,20.79,0.53,1.24,0.39,63.6,33.3,2.8,0.3,56.41,9.76,5.58,3.65,1.69,22.54,0.13,0.22,67.0,9.8,3.1,18.8,1.2,0.1,37279.0,25725.0,70.7,34782.0,25286.0,74.8
646,konya,MERAM,54.69,13.14,2.31,6.08,10.39,7.56,0.87,0.29,3.01,0.76,75.2,18.3,6.2,0.3,67.76,13.83,6.71,7.17,2.75,1.51,0.1,0.11,80.9,10.4,6.0,0.9,1.7,0.1,240788.0,215445.0,91.0,231848.0,207652.0,91.4
647,konya,SARAYÖNÜ,56.08,16.67,1.79,6.21,8.17,6.38,1.07,0.11,2.09,0.49,79.8,15.1,4.7,0.3,68.86,13.36,5.92,6.66,4.1,0.92,0.1,0.08,81.5,8.3,6.4,0.7,2.9,0.1,20777.0,18682.0,91.4,19048.0,17180.0,92.1
648,konya,SELÇUKLU,46.67,14.06,1.97,5.57,13.12,9.63,2.61,0.45,3.93,1.05,66.9,24.6,8.2,0.3,59.58,15.99,8.77,9.15,2.76,3.44,0.12,0.15,74.4,13.9,7.8,2.1,1.6,0.1,476024.0,423108.0,90.2,426683.0,375984.0,89.7
649,konya,SEYDİŞEHİR,38.66,10.82,0.98,6.02,27.29,10.5,0.46,0.21,2.59,0.83,55.9,36.3,7.3,0.5,48.92,13.18,19.04,14.18,3.08,1.06,0.29,0.21,60.0,24.2,13.2,0.4,1.8,0.3,50137.0,44247.0,91.0,48103.0,42532.0,91.7
650,konya,TAŞKENT,46.48,10.32,1.84,7.24,15.11,14.53,0.24,0.03,2.02,0.32,66.6,28.6,4.3,0.6,63.86,12.76,6.81,11.98,3.64,0.4,0.28,0.23,74.2,10.0,13.2,0.3,2.2,0.3,4431.0,3788.0,88.7,4512.0,3977.0,90.8
651,konya,TUZLUKÇU,42.54,11.5,0.67,1.81,27.77,11.12,0.1,0.31,1.88,0.81,57.0,37.1,5.3,0.7,49.76,10.73,23.91,13.29,1.15,0.69,0.3,0.16,58.8,26.5,13.3,0.2,0.9,0.4,5076.0,4245.0,86.1,5241.0,4359.0,87.1
652,konya,YALIHÜYÜK,48.61,19.6,2.47,4.06,7.89,11.08,0.08,0.08,3.35,0.56,76.4,17.5,5.7,0.3,66.46,13.66,4.55,13.92,1.05,0.09,0.18,0.09,79.5,7.8,11.4,0.0,1.1,0.3,1508.0,1272.0,86.4,1339.0,1133.0,87.9
653,konya,YUNAK,50.26,12.88,2.97,4.88,10.99,9.73,4.54,0.35,1.23,0.75,71.2,23.2,4.8,0.8,64.44,13.64,7.54,8.11,1.29,4.45,0.16,0.32,76.3,11.9,8.5,2.1,0.9,0.3,15980.0,12459.0,80.0,16282.0,12823.0,81.1
654,kutahya,ALTINTAŞ,50.28,13.99,1.55,6.93,14.87,8.75,0.27,0.14,1.33,0.38,71.8,22.4,5.2,0.5,58.33,18.81,11.42,9.02,1.34,0.6,0.27,0.21,74.8,14.1,9.5,0.3,1.0,0.2,12120.0,10547.0,89.6,12447.0,10629.0,88.5
655,kutahya,ASLANAPA,56.99,17.98,1.26,7.33,6.03,7.2,0.11,0.11,0.77,0.38,83.4,11.7,4.2,0.7,63.7,23.36,4.18,7.26,0.97,0.14,0.23,0.16,85.4,5.5,7.9,0.1,0.9,0.1,6880.0,6320.0,94.5,7501.0,6831.0,94.0
656,kutahya,ÇAVDARHİSAR,41.08,14.73,1.16,10.27,16.03,11.66,0.14,0.28,1.3,0.8,65.4,27.8,5.7,1.1,59.48,14.24,12.54,10.12,1.95,0.69,0.43,0.56,70.9,16.0,10.5,0.3,1.7,0.6,5062.0,4265.0,87.8,5460.0,4624.0,88.9
657,kutahya,DOMANİÇ,47.21,14.2,0.72,4.31,16.64,11.57,0.16,0.32,1.83,1.08,65.3,27.7,6.2,0.8,57.66,12.39,12.62,13.6,2.32,0.6,0.47,0.35,67.6,17.5,12.8,0.4,1.6,0.2,11901.0,10519.0,91.0,11945.0,10660.0,92.6
658,kutahya,DUMLUPINAR,47.08,13.8,0.91,2.59,22.27,7.86,0.0,0.36,1.67,1.22,65.9,28.4,5.2,0.5,50.05,18.0,19.31,9.85,1.69,0.34,0.43,0.34,65.5,24.9,8.2,0.1,0.7,0.5,2429.0,1994.0,84.4,2419.0,2058.0,88.3
659,kutahya,EMET,51.61,12.54,0.87,7.15,13.42,10.21,0.21,0.14,1.46,0.65,71.5,22.3,5.3,0.8,60.16,17.14,9.59,9.35,3.03,0.35,0.21,0.17,75.8,12.3,9.1,0.2,2.4,0.2,14933.0,13199.0,91.0,15888.0,14053.0,91.0
660,kutahya,GEDİZ,40.07,22.23,0.53,5.4,12.51,14.88,0.16,0.29,1.51,0.68,65.8,27.5,6.0,0.8,57.72,14.65,11.22,14.53,0.97,0.37,0.29,0.24,69.4,14.3,15.3,0.2,0.7,0.2,38189.0,34030.0,91.7,38202.0,34218.0,92.2
661,kutahya,HİSARCIK,44.27,14.74,1.13,9.4,13.2,12.63,0.08,0.09,1.26,0.79,67.8,25.1,5.7,1.3,57.76,16.49,9.84,13.74,1.32,0.33,0.21,0.31,73.1,10.9,14.5,0.2,0.9,0.3,9096.0,7957.0,90.8,9808.0,8545.0,89.8
662,kutahya,MERKEZ,45.04,9.56,1.66,9.21,19.59,10.22,0.35,0.33,2.07,0.86,64.2,27.9,7.3,0.5,49.52,23.54,14.68,9.16,1.88,0.91,0.16,0.16,70.8,18.6,8.6,0.4,1.4,0.2,193025.0,174698.0,92.3,181076.0,161238.0,91.1
663,kutahya,PAZARLAR,48.53,19.39,0.74,5.8,12.5,8.44,0.14,0.2,1.4,0.77,71.5,22.9,5.2,0.5,63.3,12.04,9.36,12.21,1.66,0.61,0.44,0.39,73.9,13.6,11.2,0.2,0.9,0.2,4012.0,3522.0,90.2,4166.0,3606.0,90.4
664,kutahya,SİMAV,51.79,12.7,0.88,3.46,15.08,11.72,0.13,0.16,1.38,0.64,66.5,26.8,5.8,0.9,60.63,11.55,11.87,13.36,1.32,0.45,0.46,0.36,69.9,16.9,11.7,0.3,0.9,0.3,49668.0,43837.0,91.3,50435.0,44396.0,91.1
665,kutahya,ŞAPHANE,52.14,10.53,0.56,3.17,17.55,10.63,0.12,0.15,1.47,0.98,66.6,26.6,5.5,1.4,60.38,11.1,14.61,11.21,1.36,0.45,0.57,0.32,69.2,19.2,10.0,0.3,1.0,0.2,4733.0,4135.0,91.1,5133.0,4443.0,89.7
666,kutahya,TAVŞANLI,48.51,16.45,0.72,6.21,14.2,9.83,0.3,0.22,1.51,0.69,68.0,24.3,6.9,0.7,58.26,16.7,10.18,11.31,2.37,0.81,0.18,0.19,73.1,15.2,9.7,0.3,1.6,0.2,78500.0,71340.0,92.9,77636.0,70176.0,92.7
